"Epoch","base","base+","cutout","mixup","cutmix"
"167","0.875","0.9211","0.9291","0.9238","0.9304"
"168","0.8754","0.9206","0.9298","0.9236","0.9326"
"169","0.8754","0.9197","0.9293","0.9237","0.9316"
"170","0.8748","0.9203","0.931","0.9275","0.9303"
"171","0.8748","0.9194","0.9303","0.925","0.931"
"172","0.8745","0.9205","0.9288","0.9277","0.9315"
"173","0.8748","0.9203","0.9298","0.9236","0.9312"
"174","0.8749","0.9203","0.9282","0.9248","0.9298"
"175","0.8749","0.9202","0.9293","0.9269","0.93"
"176","0.8755","0.92","0.9299","0.9247","0.9302"
"177","0.8746","0.921","0.9306","0.9259","0.9299"
"178","0.8751","0.9203","0.9291","0.9262","0.9286"
"179","0.8743","0.9214","0.9271","0.9265","0.9305"
"180","0.8759","0.9209","0.9286","0.9261","0.929"
"181","0.8756","0.9203","0.9288","0.9276","0.9308"
"182","0.8749","0.9219","0.9287","0.9282","0.9324"
"183","0.8757","0.9214","0.928","0.9252","0.932"
"184","0.8748","0.9203","0.9312","0.9265","0.927"
"185","0.8756","0.9212","0.9298","0.9257","0.9304"
"186","0.8754","0.9206","0.9308","0.9253","0.9315"
"187","0.8754","0.9207","0.9306","0.9283","0.9343"
"188","0.8755","0.9217","0.9312","0.927","0.9291"
"189","0.8757","0.9193","0.9305","0.9264","0.9316"
"190","0.8762","0.9197","0.9296","0.9277","0.9317"
"191","0.8752","0.9202","0.9307","0.9292","0.9314"
"192","0.8759","0.9204","0.9286","0.9266","0.9319"
"193","0.876","0.9212","0.9299","0.9261","0.9296"
"194","0.8762","0.9217","0.9272","0.9284","0.9313"
"195","0.8758","0.9209","0.9309","0.9274","0.932"
"196","0.8753","0.9206","0.9293","0.9269","0.9331"
"197","0.8744","0.9211","0.9298","0.9249","0.933"
"198","0.8762","0.9225","0.9301","0.9282","0.9338"
"199","0.8756","0.9217","0.9291","0.9262","0.9327"
"200","0.8762","0.9213","0.9295","0.9231","0.9326"
